district,dbn,school_type,school_name,impact,performance
1,01M015,Elementary,P.S. 015 Roberto Clemente,0.3,0.21
1,01M019,Elementary,P.S. 019 Asher Levy,0.72,0.52
1,01M020,Elementary,P.S. 020 Anna Silver,0.44,0.33
1,01M034,K-8,P.S. 034 Franklin D. Roosevelt,0.63,0.41
1,01M063,Elementary,The STAR Academy - P.S.63,0.63,0.4
1,01M064,Elementary,P.S. 064 Robert Simon,0.53,0.31
1,01M110,Elementary,P.S. 110 Florence Nightingale,0.61,0.59
1,01M134,Elementary,P.S. 134 Henrietta Szold,0.62,0.44
1,01M137,Elementary,P.S. 137 John L. Bernstein,0.46,0.21
1,01M140,K-8,P.S. 140 Nathan Straus,0.6,0.31
1,01M142,Elementary,P.S. 142 Amalia Castro,0.31,0.24
1,01M184,K-8,P.S. 184m Shuang Wen,0.86,0.94
1,01M188,K-8,P.S. 188 The Island School,0.47,0.29
1,01M292,High School,Henry Street School for International Studies,0.61,0.32
1,01M292,Middle,Henry Street School for International Studies,0.38,0.21
1,01M301,Middle,"Technology, Arts, and Sciences Studio",0.46,0.26
1,01M315,Elementary,The East Village Community School,0.69,0.62
1,01M332,Middle,University Neighborhood Middle School,0.52,0.28
1,01M345,Middle,"Collaborative Academy of Science, Technology, & La",0.6,0.33
1,01M361,Elementary,The Children's Workshop School,0.56,0.58
1,01M363,Elementary,Neighborhood School,0.47,0.52
1,01M364,Elementary,Earth School,0.83,0.77
1,01M378,Middle,School for Global Leaders,0.61,0.34
1,01M448,High School,University Neighborhood High School,0.75,0.52
1,01M450,High School,East Side Community School,0.57,0.66
1,01M450,Middle,East Side Community School,0.79,0.57
1,01M509,High School,Marta Valle High School,0.38,0.22
1,01M539,High School,"New Explorations into Science, Technology and Math",0.52,0.9
1,01M539,K-8,"New Explorations into Science, Technology and Math",0.6,0.97
1,01M696,High School,Bard High School Early College,0.46,0.9
1,01M839,Middle,Tompkins Square Middle School,0.8,0.64
2,02M001,Elementary,P.S. 001 Alfred E. Smith,0.8,0.6
2,02M002,Elementary,P.S. 002 Meyer London,0.9,0.68
2,02M003,Elementary,P.S. 003 Charrette School,0.55,0.86
2,02M006,Elementary,P.S. 006 Lillie D. Blake,0.76,0.96
2,02M011,Elementary,P.S. 011 William T. Harris,0.56,0.8
2,02M033,Elementary,P.S. 033 Chelsea Prep,0.47,0.75
2,02M040,Elementary,P.S. 040 Augustus Saint-Gaudens,0.82,0.96
2,02M041,Elementary,P.S. 041 Greenwich Village,0.82,0.96
2,02M042,Elementary,P.S. 042 Benjamin Altman,0.93,0.82
2,02M047,High School,47 The American Sign Language and English Secondar,0.69,0.55
2,02M051,Elementary,P.S. 051 Elias Howe,0.67,0.51
2,02M059,Elementary,P.S. 059 Beekman Hill International,0.64,0.95
2,02M077,Elementary,P.S. 77 Lower Lab School,0.82,0.95
2,02M089,Elementary,P.S. 89,0.78,0.96
2,02M104,Middle,J.H.S. 104 Simon Baruch,0.73,0.76
2,02M111,K-8,P.S. 111 Adolph S. Ochs,0.51,0.34
2,02M114,Middle,East Side Middle School,0.79,0.97
2,02M116,Elementary,P.S. 116 Mary Lindley Murray,0.53,0.77
2,02M124,Elementary,P.S. 124 Yung Wing,0.84,0.88
2,02M126,K-8,P.S. 126 Jacob August Riis,0.82,0.77
2,02M130,Elementary,P.S. 130 Hernando De Soto,0.83,0.9
2,02M131,Middle,M.S. 131,0.7,0.51
2,02M135,High School,The Urban Assembly School for Emergency Management,,
2,02M139,High School,Stephen T. Mather Building Arts & Craftsmanship Hi,,
2,02M150,Elementary,P.S. 150,0.7,0.89
2,02M151,Elementary,Yorkville Community School,0.48,0.64
2,02M158,Elementary,P.S. 158 Bayard Taylor,0.89,0.96
2,02M167,Middle,J.H.S. 167 Robert F. Wagner,0.67,0.77
2,02M177,Middle,Yorkville East Middle School,0.91,0.89
2,02M183,Elementary,P.S. 183 Robert L. Stevenson,0.49,0.85
2,02M198,Elementary,P.S. 198 Isador E. Ida Straus,0.39,0.51
2,02M212,Elementary,P.S. 212 Midtown West,0.48,0.89
2,02M217,K-8,P.S./I.S. 217 Roosevelt Island,0.47,0.64
2,02M225,K-8,Ella Baker School,0.42,0.51
2,02M234,Elementary,P.S. 234 Independence School,0.55,0.95
2,02M255,Middle,M.S. 255 Salk School of Science,0.64,0.95
2,02M260,Middle,M.S. 260 Clinton School Writers & Artists,0.7,0.86
2,02M267,Elementary,"East Side Elementary School, PS 267",0.33,0.9
2,02M276,K-8,BATTERY PARK CITY SCHOOL,0.44,0.79
2,02M280,High School,Manhattan Early College School for Advertising,,
2,02M282,High School,Urban Assembly Maker Academy,,
2,02M288,High School,Food and Finance High School,0.37,0.51
2,02M289,Middle,I.S. 289,0.49,0.79
2,02M290,Elementary,P.S. 290 Manhattan New School,0.66,0.97
2,02M294,High School,Essex Street Academy,0.52,0.53
2,02M296,High School,High School of Hospitality Management,0.59,0.48
2,02M298,High School,Pace High School,0.57,0.68
2,02M300,High School,"Urban Assembly School of Design and Construction,",0.51,0.4
2,02M303,High School,"Facing History School, The",0.6,0.36
2,02M305,High School,"Urban Assembly Academy of Government and Law, The",0.7,0.54
2,02M308,High School,Lower Manhattan Arts Academy,0.65,0.53
2,02M312,Middle,New York City Lab Middle School for Collaborative,0.77,0.96
2,02M316,High School,"Urban Assembly School of Business for Young Women,",0.46,0.42
2,02M347,K-8,The 47 American Sign Language & English Lower Scho,0.68,0.31
2,02M374,High School,Gramercy Arts High School,0.42,0.5
2,02M376,High School,NYC iSchool,0.55,0.82
2,02M392,High School,MANHATTAN BUSINESS ACADEMY,0.67,0.58
2,02M393,High School,BUSINESS OF SPORTS SCHOOL,0.58,0.42
2,02M397,Elementary,SPRUCE STREET SCHOOL,0.62,0.98
2,02M399,High School,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,0.49,0.49
2,02M400,High School,High School for Environmental Studies,0.44,0.54
2,02M407,High School,Institute for Collaborative Education,0.62,0.77
2,02M407,Middle,Institute for Collaborative Education,0.36,0.75
2,02M408,High School,Professional Performing Arts High School,0.45,0.78
2,02M408,Middle,Professional Performing Arts High School,0.34,0.95
2,02M411,High School,Baruch College Campus High School,0.67,0.92
2,02M412,High School,N.Y.C. Lab School for Collaborative Studies,0.59,0.86
2,02M413,High School,School of the Future High School,0.62,0.83
2,02M413,Middle,School of the Future High School,0.48,0.73
2,02M414,High School,N.Y.C. Museum School,0.65,0.89
2,02M416,High School,Eleanor Roosevelt High School,0.57,0.93
2,02M418,High School,Millennium High School,0.63,0.91
2,02M419,High School,Landmark High School,0.56,0.33
2,02M420,High School,High School for Health Professions and Human Servi,0.6,0.69
2,02M422,High School,Quest to Learn,,
2,02M422,Middle,Quest to Learn,0.47,0.62
2,02M425,High School,Leadership and Public Service High School,0.46,0.34
2,02M427,High School,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,0.31,0.28
2,02M429,High School,Legacy School for Integrated Studies,0.45,0.22
2,02M437,High School,Hudson High School of Learning Technologies,0.46,0.39
2,02M438,High School,International High School at Union Square,0.43,0.4
2,02M439,High School,Manhattan Village Academy,0.79,0.91
2,02M442,K-8,"Ballet Tech, NYC Public School for Dance",0.51,0.84
2,02M449,High School,Vanguard High School,0.65,0.52
2,02M459,High School,Manhattan International High School,0.63,0.6
2,02M460,High School,Washington Irving High School,0.38,0.15
2,02M475,High School,Stuyvesant High School,0.5,0.93
2,02M489,High School,High School of Economics and Finance,0.46,0.55
2,02M500,High School,Unity Center for Urban Technologies,0.67,0.4
2,02M507,High School,Urban Assembly Gateway School for Technology,0.68,0.65
2,02M519,High School,Talent Unlimited High School,0.59,0.83
2,02M520,High School,Murry Bergtraum High School for Business Careers,0.28,0.24
2,02M529,High School,Jacqueline Kennedy Onassis High School,0.43,0.38
2,02M531,High School,Repertory Company High School for Theatre Arts,0.67,0.8
2,02M533,High School,Union Square Academy for Health Sciences,0.6,0.57
2,02M534,High School,Harvest Collegiate High School,,
2,02M542,High School,Manhattan Bridges High School,0.68,0.67
2,02M543,High School,New Design High School,0.54,0.41
2,02M545,High School,High School for Dual Language and Asian Studies,0.75,0.89
2,02M546,High School,Academy for Software Engineering,0.66,0.67
2,02M551,High School,Urban Assembly New York Harbor School,0.49,0.53
2,02M580,High School,Richard R. Green High School of Teaching,0.43,0.34
2,02M600,High School,The High School of Fashion Industries,0.64,0.7
2,02M615,High School,Chelsea Career and Technical Education High School,0.66,0.54
2,02M625,High School,High School of Graphic Communication Arts,0.29,0.21
2,02M630,High School,Art and Design High School,0.36,0.58
2,02M655,High School,Life Sciences Secondary School,0.33,0.37
2,02M655,Middle,Life Sciences Secondary School,0.4,0.28
2,02M896,Middle,Lower Manhattan Community Middle School,0.6,0.56
2,02M933,Middle,City Knoll Middle School,0.56,0.48
3,03M009,Elementary,P.S. 009 Sarah Anderson,0.8,0.95
3,03M054,Middle,J.H.S. 054 Booker T. Washington,0.66,0.94
3,03M075,Elementary,P.S. 075 Emily Dickinson,0.6,0.5
3,03M076,K-8,P.S. 076 A. Philip Randolph,0.47,0.31
3,03M084,Elementary,P.S. 084 Lillian Weber,0.67,0.61
3,03M087,Elementary,P.S. 087 William Sherman,0.66,0.94
3,03M145,Elementary,"P.S. 145, The Bloomingdale School",0.28,0.19
3,03M149,K-8,P.S. 149 Sojourner Truth,0.39,0.21
3,03M163,Elementary,P.S. 163 Alfred E. Smith,0.52,0.71
3,03M165,K-8,P.S. 165 Robert E. Simon,0.37,0.31
3,03M166,Elementary,P.S. 166 The Richard Rodgers School of The Arts an,0.53,0.84
3,03M180,K-8,P.S. 180 Hugo Newman,0.49,0.43
3,03M191,K-8,P.S. 191 Amsterdam,0.33,0.26
3,03M199,Elementary,P.S. 199 Jessie Isador Straus,0.77,0.97
3,03M208,Elementary,P.S. 208 Alain L. Locke,0.35,0.26
3,03M241,Elementary,STEM Institute of Manhattan,0.32,0.16
3,03M242,Elementary,P.S. 242 - The Young Diplomats Magnet Academy,0.54,0.28
3,03M243,Middle,M.S. 243 Center School,0.74,0.95
3,03M245,Middle,M.S. M245 The Computer School,0.63,0.84
3,03M247,Middle,M.S. M247 Dual Language Middle School,0.85,0.55
3,03M250,Middle,M.S. 250 West Side Collaborative Middle School,0.7,0.52
3,03M256,Middle,M.S. 256 Academic & Athletic Excellence,0.5,0.25
3,03M258,Middle,Community Action School - MS 258,0.63,0.4
3,03M283,High School,Manhattan Theatre Lab High School,0.24,0.25
3,03M299,High School,"High School for Arts, Imagination and Inquiry",0.58,0.36
3,03M307,High School,"Urban Assembly School for Media Studies, The",0.45,0.33
3,03M333,K-8,P.S. 333 Manhattan School for Children,0.51,0.66
3,03M334,K-8,The Anderson School,0.67,0.96
3,03M402,High School,The Urban Assembly School for Green Careers,0.45,0.32
3,03M403,High School,The Global Learning Collaborative,0.56,0.38
3,03M415,High School,Wadleigh Secondary School for the Performing & Vis,0.36,0.26
3,03M415,Middle,Wadleigh Secondary School for the Performing & Vis,0.33,0.18
3,03M417,High School,FRANK McCOURT HIGH SCHOOL,0.48,0.68
3,03M421,Middle,West Prep Academy,0.59,0.33
3,03M452,Elementary,P.S. 452,0.86,0.9
3,03M479,High School,Beacon High School,0.48,0.86
3,03M485,High School,Fiorello H. LaGuardia High School of Music & Art a,0.5,0.91
3,03M492,High School,"High School for Law, Advocacy and Community Justic",0.5,0.42
3,03M494,High School,High School of Arts and Technology,0.37,0.3
3,03M541,High School,Manhattan / Hunter Science High School,0.63,0.89
3,03M859,High School,Special Music School,,
3,03M859,K-8,Special Music School,0.64,0.98
3,03M860,High School,Frederick Douglass Academy II Secondary School,0.56,0.34
3,03M860,Middle,Frederick Douglass Academy II Secondary School,0.66,0.31
3,03M862,Middle,Mott Hall II,0.81,0.82
4,04M007,K-8,P.S. 007 Samuel Stern,0.63,0.41
4,04M012,K-8,Tag Young Scholars,0.74,0.97
4,04M013,Middle,J.H.S. 013 Jackie Robinson,0.45,0.23
4,04M037,Elementary,River East Elementary,0.55,0.38
4,04M038,Elementary,P.S. 38 Roberto Clemente,0.41,0.26
4,04M050,K-8,P.S. 050 Vito Marcantonio,0.42,0.22
4,04M057,K-8,James Weldon Johnson,0.49,0.42
4,04M072,Elementary,The Lexington Academy,0.34,0.29
4,04M083,Elementary,P.S. 083 Luis Munoz Rivera,0.72,0.56
4,04M096,K-8,P.S. 096 Joseph Lanzetta,0.4,0.24
4,04M102,Elementary,P.S. 102 Jacques Cartier,0.67,0.32
4,04M108,K-8,P.S. 108 Assemblyman Angelo Del Toro Educational C,0.34,0.32
4,04M146,Elementary,P.S. 146 Ann M. Short,0.53,0.26
4,04M155,Elementary,P.S. 155 William Paca,0.39,0.24
4,04M171,K-8,P.S. 171 Patrick Henry,0.81,0.67
4,04M182,Elementary,The Bilingual Bicultural School,0.55,0.44
4,04M206,K-8,P.S. 206 Jose Celso Barbosa,0.57,0.37
4,04M224,Middle,M.S. 224 Manhattan East School for Arts & Academic,0.47,0.58
4,04M372,High School,ESPERANZA PREPARATORY ACADEMY,,
4,04M372,Middle,ESPERANZA PREPARATORY ACADEMY,0.57,0.32
4,04M375,Elementary,Mosaic Preparatory Academy,0.5,0.27
4,04M377,Middle,Renaissance School of the Arts,0.51,0.27
4,04M381,Middle,Global Neighborhood Secondary School,0.57,0.3
4,04M406,Middle,Global Technology Preparatory,0.61,0.33
4,04M409,High School,Coalition School for Social Change,0.37,0.18
4,04M435,High School,Manhattan Center for Science and Mathematics,0.55,0.81
4,04M495,High School,Park East High School,0.67,0.67
4,04M497,Elementary,Central Park East I,0.28,0.58
4,04M555,High School,Central Park East High School,0.74,0.78
4,04M610,High School,Young Women's Leadership School,0.77,0.84
4,04M610,Middle,Young Women's Leadership School,0.49,0.5
4,04M680,High School,"Heritage School, The",0.42,0.27
4,04M825,Middle,Isaac Newton Middle School for Math & Science,0.45,0.31
4,04M964,Elementary,Central Park East II,0.78,0.7
5,05M030,Elementary,P.S. 030 Hernandez/Hughes,0.48,0.24
5,05M036,Elementary,P.S. 036 Margaret Douglas,0.41,0.25
5,05M046,K-8,P.S. 046 Arthur Tappan,0.38,0.23
5,05M092,Elementary,P.S. 092 Mary McLeod Bethune,0.35,0.24
5,05M123,K-8,P.S. 123 Mahalia Jackson,0.37,0.2
5,05M125,Elementary,P.S. 125 Ralph Bunche,0.94,0.68
5,05M129,K-8,P.S. 129 John H. Finley,0.38,0.33
5,05M133,Elementary,P.S. 133 Fred R Moore,0.52,0.25
5,05M148,Middle,Eagle Academy for Young Men of Harlem,0.37,0.27
5,05M154,Elementary,P.S. 154 Harriet Tubman,0.32,0.21
5,05M157,High School,The Urban Assembly School for Global Commerce,,
5,05M161,K-8,P.S. 161 Pedro Albizu Campos,0.4,0.28
5,05M175,Elementary,P.S. 175 Henry H Garnet,0.47,0.26
5,05M194,Elementary,P.S. 194 Countee Cullen,0.24,0.13
5,05M197,Elementary,P.S. 197 John B. Russwurm,0.57,0.27
5,05M200,Elementary,P.S. 200- The James Mccune Smith School,0.39,0.22
5,05M286,Middle,I.S. M286 Renaissance Leadership Academy,0.3,0.17
5,05M302,Middle,KAPPA IV,0.4,0.21
5,05M304,High School,Mott Hall High School,0.5,0.38
5,05M318,Elementary,Thurgood Marshall Academy Lower School,0.44,0.44
5,05M362,High School,Columbia Secondary School,0.58,0.88
5,05M362,Middle,Columbia Secondary School,0.44,0.97
5,05M367,High School,Academy for Social Action: A College Board School,0.52,0.27
5,05M367,Middle,Academy for Social Action: A College Board School,0.47,0.28
5,05M369,High School,Urban Assembly School for the Performing Arts,0.69,0.44
5,05M410,Middle,The Urban Assembly Institute for New Technologies,0.41,0.21
5,05M469,High School,Choir Academy of Harlem,0.26,0.2
5,05M469,Middle,Choir Academy of Harlem,0.4,0.23
5,05M499,High School,Frederick Douglass Academy,0.34,0.51
5,05M499,Middle,Frederick Douglass Academy,0.27,0.28
5,05M514,Middle,New Design Middle School,0.37,0.17
5,05M517,Elementary,Teachers College Community School,,
5,05M670,High School,Thurgood Marshall Academy for Learning and Social,0.49,0.55
5,05M670,Middle,Thurgood Marshall Academy for Learning and Social,0.29,0.4
5,05M685,High School,Bread & Roses Integrated Arts High School,0.31,0.07
5,05M692,High School,"High School for Mathematics, Science and Engineeri",0.52,0.92
6,06M004,Elementary,P.S. 004 Duke Ellington,0.4,0.29
6,06M005,Elementary,P.S. 005 Ellen Lurie,0.34,0.26
6,06M008,Elementary,P.S. 008 Luis Belliard,0.41,0.3
6,06M018,K-8,P.S. 018 Park Terrace,0.4,0.3
6,06M028,Elementary,P.S. 028 Wright Brothers,0.54,0.4
6,06M048,Elementary,P.S. 048 P.O. Michael J. Buczek,0.43,0.33
6,06M052,Middle,J.H.S. 052 Inwood,0.5,0.39
6,06M098,Elementary,P.S. 098 Shorac Kappock,0.29,0.28
6,06M115,Elementary,P.S. 115 Alexander Humboldt,0.45,0.29
6,06M128,Elementary,P.S. 128 Audubon,0.41,0.31
6,06M132,Elementary,P.S. 132 Juan Pablo Duarte,0.46,0.26
6,06M143,Middle,J.H.S. 143 Eleanor Roosevelt,0.4,0.23
6,06M152,Elementary,P.S. 152 Dyckman Valley,0.54,0.34
6,06M153,Elementary,P.S. 153 Adam Clayton Powell,0.43,0.34
6,06M173,Elementary,P.S. 173,0.39,0.4
6,06M178,Elementary,Professor Juan Bosch Public School,0.74,0.58
6,06M187,K-8,P.S./I.S. 187 Hudson Cliffs,0.56,0.59
6,06M189,Elementary,P.S. 189,0.48,0.35
6,06M192,Elementary,P.S. 192 Jacob H. Schiff,0.33,0.27
6,06M209,Middle,Hamilton Grange Middle School,0.52,0.26
6,06M210,K-8,P.S./I.S. 210 - Twenty-first Century Academy for C,0.59,0.49
6,06M211,High School,Inwood Early College for Health and Information Te,,
6,06M218,Middle,I.S. 218 Salome Urena,0.44,0.23
6,06M223,Middle,The Mott Hall School,0.6,0.73
6,06M278,K-8,Paula Hedbavny School,0.61,0.54
6,06M293,High School,City College Academy of the Arts,0.72,0.81
6,06M293,Middle,City College Academy of the Arts,0.78,0.69
6,06M311,K-8,Amistad Dual Language School,0.35,0.46
6,06M314,Elementary,Muscota,0.64,0.71
6,06M319,Middle,M.S. 319 - Maria Teresa,0.41,0.32
6,06M322,Middle,Middle School 322,0.55,0.32
6,06M324,Middle,M.S. 324 - Patria Mirabal,0.68,0.41
6,06M325,Elementary,P.S. 325,0.37,0.2
6,06M326,Middle,M.S. 326 - Writers Today & Leaders Tomorrow,0.4,0.23
6,06M328,Middle,M.S. 328 - Manhattan Middle School for Scientific,0.26,0.17
6,06M346,High School,Community Health Academy of the Heights,0.57,0.4
6,06M346,Middle,Community Health Academy of the Heights,0.45,0.29
6,06M348,High School,Washington Heights Expeditionary Learning School,0.47,0.47
6,06M348,Middle,Washington Heights Expeditionary Learning School,0.67,0.41
6,06M349,Middle,Harbor Heights,0.43,0.24
6,06M366,Elementary,Washington Heights Academy,0.52,0.49
6,06M368,Elementary,Hamilton Heights School,0.15,0.34
6,06M462,High School,The College Academy,0.63,0.35
6,06M463,High School,High School for Media and Communications,0.35,0.22
6,06M467,High School,High School for Law and Public Service,0.69,0.39
6,06M468,High School,High School for Health Careers and Sciences,0.52,0.33
6,06M513,Elementary,Castle Bridge School,,
6,06M528,Middle,I.S. 528 Bea Fuller Rodgers School,0.36,0.31
6,06M540,High School,A. Philip Randolph Campus High School,0.35,0.49
6,06M552,High School,Gregorio Luperon High School for Science and Mathe,0.61,0.45
7,07X001,Elementary,P.S. 001 Courtlandt School,0.33,0.27
7,07X005,K-8,PS 5 Port Morris,0.35,0.23
7,07X018,Elementary,P.S. 018 John Peter Zenger,0.53,0.28
7,07X025,Elementary,P.S. 025 Bilingual School,0.67,0.36
7,07X029,K-8,P.S./M.S. 029 Melrose School,0.4,0.27
7,07X030,Elementary,P.S. 030 Wilton,0.36,0.21
7,07X031,K-8,P.S./M.S. 031 The William Lloyd Garrison,0.27,0.18
7,07X043,Elementary,P.S. 043 Jonas Bronck,0.6,0.33
7,07X049,Elementary,P.S. 049 Willis Avenue,0.49,0.29
7,07X065,Elementary,P.S. 065 Mother Hale Academy,0.42,0.23
7,07X151,Middle,J.H.S. 151 Lou Gehrig,0.46,0.21
7,07X154,Elementary,P.S. 154 Jonathan D. Hyatt,0.56,0.29
7,07X157,Elementary,P.S. 157 Grove Hill,0.51,0.33
7,07X161,Elementary,P.S. 161 Ponce De Leon,0.68,0.35
7,07X162,Middle,J.H.S. 162 Lola Rodriguez De Tio,0.32,0.18
7,07X179,Elementary,P.S. 179,0.58,0.34
7,07X203,Middle,M.S. 203,0.5,0.23
7,07X221,High School,South Bronx Preparatory: A College Board School,0.79,0.62
7,07X221,Middle,South Bronx Preparatory: A College Board School,0.61,0.36
7,07X223,High School,M.S. 223 The Laboratory School of Finance and Tech,,
7,07X223,Middle,M.S. 223 The Laboratory School of Finance and Tech,0.66,0.55
7,07X224,Middle,P.S. / I.S. 224,0.53,0.25
7,07X259,High School,"H.E.R.O. High (Health, Education, and Research Occ",,
7,07X277,Elementary,P.S. 277,0.61,0.36
7,07X296,Middle,South Bronx Academy for Applied Media,0.38,0.24
7,07X298,Middle,Academy of Public Relations,0.39,0.25
7,07X334,High School,International Community High School,0.42,0.36
7,07X343,Middle,Academy of Applied Mathematics and Technology,0.63,0.42
7,07X359,Elementary,Concourse Village Elementary School,,
7,07X369,Elementary,Young Leaders Elementary School,0.33,0.14
7,07X385,Elementary,Performance School,0.33,0.15
7,07X427,High School,Community School for Social Justice,0.63,0.35
7,07X473,High School,Mott Haven Village Preparatory High School,0.36,0.25
7,07X495,High School,University Heights Secondary School,0.71,0.79
7,07X500,High School,Hostos-Lincoln Academy of Science,0.46,0.59
7,07X500,Middle,Hostos-Lincoln Academy of Science,0.24,0.35
7,07X520,High School,Foreign Language Academy of Global Studies,0.39,0.14
7,07X522,High School,Bronx Design and Construction Academy,0.26,0.16
7,07X527,High School,Bronx Leadership Academy II High School,0.59,0.36
7,07X547,High School,New Explorers High School,0.52,0.24
7,07X548,High School,Urban Assembly School for Careers in Sports,0.45,0.41
7,07X551,High School,The Urban Assembly Bronx Academy of Letters,0.71,0.46
7,07X551,Middle,The Urban Assembly Bronx Academy of Letters,0.32,0.22
7,07X600,High School,Alfred E. Smith Career and Technical Education Hig,0.5,0.32
7,07X655,High School,Samuel Gompers Career and Technical Education High,0.24,0.07
7,07X670,High School,Health Opportunities High School,0.46,0.29
8,08X014,Elementary,P.S. X014 Senator John Calandra,0.42,0.52
8,08X036,Elementary,P.S. 036 Unionport,0.6,0.49
8,08X048,Elementary,P.S. 048 Joseph R. Drake,0.39,0.2
8,08X062,Elementary,P.S. 062 Inocensio Casanova,0.47,0.28
8,08X069,Elementary,P.S. 069 Journey Prep School,0.81,0.59
8,08X071,K-8,P.S. 071 Rose E. Scala,0.6,0.54
8,08X072,Elementary,P.S. 072 Dr. William Dorney,0.49,0.33
8,08X075,Elementary,P.S. 75 School of Research and Discovery,0.39,0.29
8,08X093,Elementary,P.S. 093 Albert G. Oliver,0.31,0.31
8,08X100,Elementary,P.S. 100 Isaac Clason,0.55,0.31
8,08X101,Middle,M.S. X101 Edward R. Byrne,0.34,0.58
8,08X107,Elementary,P.S. 107,0.51,0.26
8,08X119,Elementary,P.S. 119,0.45,0.39
8,08X123,Middle,J.H.S. 123 James M. Kieran,0.36,0.27
8,08X125,Middle,J.H.S. 125 Henry Hudson,0.44,0.33
8,08X130,Elementary,P.S. 130 Abram Stevens Hewitt,0.42,0.25
8,08X131,Middle,J.H.S. 131 Albert Einstein,0.4,0.27
8,08X138,Elementary,P.S. 138 Samuel Randall,0.45,0.31
8,08X140,Elementary,P.S. X140 The Eagle School,0.44,0.26
8,08X146,Elementary,P.S. 146 Edward Collins,0.43,0.3
8,08X152,Elementary,P.S. 152 Evergreen,0.42,0.28
8,08X182,Elementary,P.S. 182,0.41,0.48
8,08X269,High School,Bronx Studio School for Writers and Artists,0.47,0.34
8,08X269,Middle,Bronx Studio School for Writers and Artists,0.39,0.26
8,08X282,High School,Women's Academy of Excellence,0.45,0.32
8,08X293,High School,Renaissance High School for Musical Theater & Tech,0.68,0.44
8,08X295,High School,Gateway School for Environmental Research and Tech,0.44,0.11
8,08X301,Middle,M.S. 301 Paul L. Dunbar,0.35,0.17
8,08X302,Middle,M.S. 302 Luisa Dessus Cruz,0.47,0.26
8,08X304,Elementary,P.S. 304 Early Childhood School,0.64,0.68
8,08X305,High School,Pablo Neruda Academy,0.62,0.25
8,08X312,High School,Millennium Art Academy,0.56,0.35
8,08X320,High School,Pelham Lab High School,,
8,08X332,High School,Holcombe L. Rucker School of Community Research,0.54,0.22
8,08X333,Elementary,P.S. 333 - The Museum School,0.62,0.29
8,08X335,Elementary,The Academy of the Arts,0.66,0.35
8,08X337,Middle,The School for Inquiry and Social Justice,0.64,0.47
8,08X348,High School,Schuylerville Preparatory High School,,
8,08X349,High School,Bronx River High School,,
8,08X366,Middle,Urban Assembly Academy of Civic Engagement,0.34,0.25
8,08X367,High School,"Archimedes Academy for Math, Science and Technolog",0.39,0.28
8,08X367,Middle,"Archimedes Academy for Math, Science and Technolog",0.48,0.4
8,08X371,Middle,Urban Institute of Mathematics,0.51,0.53
8,08X375,Middle,The Bronx Mathematics Preparatory School,0.33,0.24
8,08X376,High School,Antonia Pantoja Preparatory Academy: A College Boa,0.43,0.27
8,08X376,Middle,Antonia Pantoja Preparatory Academy: A College Boa,0.4,0.33
8,08X405,High School,Herbert H. Lehman High School,0.21,0.18
8,08X424,Middle,The Hunts Point School,0.45,0.23
8,08X432,High School,BRONX BRIDGES HIGH SCHOOL,0.32,0.28
8,08X448,Middle,Soundview Academy for Culture and Scholarship,0.55,0.36
8,08X452,High School,Bronx Guild,0.55,0.28
8,08X467,Middle,Mott Hall Community School,0.43,0.35
8,08X519,High School,Felisa Rincon de Gautier Institute for Law and Pub,0.29,0.14
8,08X530,High School,Banana Kelly High School,0.47,0.17
8,08X558,High School,Westchester Square Academy,,
8,08X559,High School,School for Tourism and Hospitality,,
8,08X561,High School,Bronx Compass High School,0.2,0.14
8,08X562,Middle,Blueprint Middle School,0.38,0.31
8,08X650,High School,Jane Addams High School for Academic Careers,0.32,0.14
9,09X004,K-8,P.S./M.S. 004 Crotona Park West,0.43,0.27
9,09X011,Elementary,P.S. 011 Highbridge,0.52,0.31
9,09X022,Middle,J.H.S. 022 Jordan L. Mott,0.32,0.17
9,09X028,Elementary,P.S. 028 Mount Hope,0.61,0.34
9,09X035,Elementary,P.S. 035 Franz Siegel,0.46,0.35
9,09X042,Elementary,P.S. 042 Claremont,0.45,0.23
9,09X053,Elementary,P.S. 053 Basheer Quisim,0.59,0.41
9,09X055,Elementary,P.S. 055 Benjamin Franklin,0.3,0.2
9,09X058,Elementary,P.S. 058,0.48,0.24
9,09X063,Elementary,P.S. 063 Author's Academy,0.78,0.44
9,09X064,Elementary,P.S. 064 Pura Belpre,0.36,0.19
9,09X070,Elementary,P.S. 070 Max Schoenfeld,0.47,0.24
9,09X073,Elementary,P.S. 073 Bronx,0.4,0.21
9,09X088,Elementary,P.S. X088 - S. Silverstein Little Sparrow School,,
9,09X109,Elementary,P.S. 109 Sedgwick,0.35,0.26
9,09X110,Elementary,P.S. 110 Theodore Schoenfeld,0.53,0.35
9,09X114,Elementary,P.S. X114 - Luis Llorens Torres Schools,0.42,0.23
9,09X117,Middle,I.S. 117 Joseph H. Wade,0.44,0.22
9,09X126,Elementary,P.S. 126 Dr Marjorie H Dunbar,0.26,0.26
9,09X128,Middle,Mott Hall III,0.68,0.56
9,09X132,Elementary,P.S. 132 Garret A. Morgan,0.41,0.23
9,09X145,Middle,J.H.S. 145 Arturo Toscanini,0.4,0.22
