,School Year,DBN,Location Code,Location Name,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,PROSE SCHOOL,X Coordinate,Y Coordinate,Latitude,Longitude,School Name,School Pupil-Teacher Ratio,DISTRICT_x,SCHOOL_x,PRINCIPAL_x,PROGRESS REPORT TYPE_x,SCHOOL LEVEL*_x,PEER INDEX*_x,2010-2011 OVERALL GRADE_x,2010-2011 OVERALL SCORE_x,2010-2011 ENVIRONMENT CATEGORY SCORE_x,2010-2011 ENVIRONMENT GRADE_x,2010-2011 PERFORMANCE CATEGORY SCORE_x,2010-2011 PERFORMANCE GRADE_x,2010-2011 PROGRESS CATEGORY SCORE_x,2010-2011 PROGRESS GRADE_x,2010-2011 ADDITIONAL CREDIT_x,2009-10 PROGRESS REPORT GRADE_x,DISTRICT_y,SCHOOL_y,PRINCIPAL_y,PROGRESS REPORT TYPE_y,SCHOOL LEVEL*_y,PEER INDEX*_y,2010-2011 OVERALL GRADE_y,2010-2011 OVERALL SCORE_y,2010-2011 ENVIRONMENT CATEGORY SCORE_y,2010-2011 ENVIRONMENT GRADE_y,2010-2011 PERFORMANCE CATEGORY SCORE_y,2010-2011 PERFORMANCE GRADE_y,2010-2011 PROGRESS CATEGORY SCORE_y,2010-2011 PROGRESS GRADE_y,2010-2011 ADDITIONAL CREDIT_y,2009-10 PROGRESS REPORT GRADE_y
3226,2016-17,25Q025,Q025,I.S. 025 Adrien Block,3.42500010025e+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1970,Open,Q025,34-65 192 STREET,QUEENS,NY,11358,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1002728.0,210071.0,40.743253,-73.933316,I.S. 025 ADRIEN BLOCK,22.0,25.0,I.S. 025 Adrien Block,Maryellen Beirne,EMS,Middle,3.09,B,42.8,6.8,B,10.3,B,21.2,C,4.5,B,25.0,I.S. 025 Adrien Block,Maryellen Beirne,EMS,Middle,3.09,B,42.8,6.8,B,10.3,B,21.2,C,4.5,B
3227,2016-17,25Q029,Q029,P.S. 029 Queens,3.42500010029e+11,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1928,Open,Q029,125-10 23 AVENUE,QUEENS,NY,11356,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1024873.0,208065.0,40.737673,-73.853412,P.S. 029 QUEENS,15.7,25.0,P.S. 029 Queens,Jennifer Jones,EMS,Elementary,41.88,A,78.2,7.8,B,14.1,A,47.8,A,8.5,B,25.0,P.S. 029 Queens,Jennifer Jones,EMS,Elementary,41.88,A,78.2,7.8,B,14.1,A,47.8,A,8.5,B
3228,2016-17,25Q032,Q032,P.S. 032 State Street,3.42500010032e+11,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1925,Open,Q032,171-11 35 AVENUE,QUEENS,NY,11358,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1001862.0,209693.0,40.742217,-73.936442,P.S. 032 STATE STREET,16.6,25.0,P.S. 032 State Street,Debra Errico,EMS,Elementary,23.88,C,39.7,11.1,A,10.1,B,15.5,C,3.0,A,25.0,P.S. 032 State Street,Debra Errico,EMS,Elementary,23.88,C,39.7,11.1,A,10.1,B,15.5,C,3.0,A
3229,2016-17,25Q079,Q079,P.S. 079 Francis Lewis,3.42500010079e+11,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1935,Open,Q079,147-27 15 DRIVE,QUEENS,NY,11357,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1015317.0,204929.0,40.729104,-73.887909,P.S. 079 FRANCIS LEWIS,19.0,25.0,P.S. 079 Francis Lewis,Paula Marron,EMS,Elementary,21.71,A,71.7,4.5,C,10.4,B,49.3,A,7.5,C,25.0,P.S. 079 Francis Lewis,Paula Marron,EMS,Elementary,21.71,A,71.7,4.5,C,10.4,B,49.3,A,7.5,C
3230,2016-17,25Q107,Q107,P.S. 107 Thomas A Dooley,3.42500010107e+11,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1925,Open,Q107,167-02 45 AVENUE,QUEENS,NY,11358,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1004203.0,209491.0,40.741658,-73.927995,P.S. 107 THOMAS A DOOLEY,16.3,25.0,P.S. 107 Thomas A Dooley,James Phair,EMS,Elementary,28.32,A,57.6,10.3,A,11.3,B,31.0,B,5.0,B,25.0,P.S. 107 Thomas A Dooley,James Phair,EMS,Elementary,28.32,A,57.6,10.3,A,11.3,B,31.0,B,5.0,B
3231,2016-17,25Q120,Q120,P.S. 120 Queens,3.4250001012e+11,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1932,Open,Q120,58-01 136 STREET,QUEENS,NY,11355,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1003764.0,210092.0,40.743309,-73.929577,P.S. 120 QUEENS,18.2,25.0,P.S. 120 Queens,Joan Monroe,EMS,Elementary,31.56,C,40.3,4.2,C,8.4,C,25.2,B,2.5,A,25.0,P.S. 120 Queens,Joan Monroe,EMS,Elementary,31.56,C,40.3,4.2,C,8.4,C,25.2,B,2.5,A
3232,2016-17,25Q129,Q129,P.S. 129 Patricia Larkin,3.42500010129e+11,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1933,Open,Q129,128-02 7 AVENUE,QUEENS,NY,11356,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1019856.0,210081.0,40.743228,-73.871505,P.S. 129 PATRICIA LARKIN,15.1,25.0,P.S. 129 Patricia Larkin,Marilyn Alesi,EMS,Elementary,37.23,B,40.9,10.5,A,12.3,B,14.6,D,3.5,B,25.0,P.S. 129 Patricia Larkin,Marilyn Alesi,EMS,Elementary,37.23,B,40.9,10.5,A,12.3,B,14.6,D,3.5,B
3233,2016-17,25Q130,Q130,P.S. 130,3.4250001013e+11,DOE,General Academic,Elementary,"0K,01,02,03,SE","0K,01,02,03",07/01/1925,Open,Q130,200-01 42 AVENUE,QUEENS,NY,11361,26,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1015562.0,207887.0,40.737222,-73.887011,P.S. 130,14.4,25.0,P.S. 130,Michelle Contratti,EC,K-3,20.62,A,62.1,8.6,B,19.5,A,30.0,A,4.0,A,25.0,P.S. 130,Michelle Contratti,EC,K-3,20.62,A,62.1,8.6,B,19.5,A,30.0,A,4.0,A
3234,2016-17,25Q154,Q154,P.S. 154 Queens,3.42500010154e+11,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1930,Open,Q154,75-02 162 STREET,QUEENS,NY,11366,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1032901.0,215612.0,40.758347,-73.824388,P.S. 154 QUEENS,16.6,25.0,P.S. 154 Queens,Danielle Giunta,EMS,Elementary,35.32,B,56.1,6.3,B,11.8,B,34.0,A,4.0,C,25.0,P.S. 154 Queens,Danielle Giunta,EMS,Elementary,35.32,B,56.1,6.3,B,11.8,B,34.0,A,4.0,C
3235,2016-17,25Q163,Q163,P.S. 163 Flushing Heights,3.42500010163e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1935,Open,Q163,159-01 59 AVENUE,QUEENS,NY,11365,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1034498.0,221367.0,40.774134,-73.818581,P.S. 163 FLUSHING HEIGHTS,16.2,25.0,P.S. 163 Flushing Heights,Nicole Bullen,EMS,Elementary,32.94,A,56.8,6.6,B,11.6,B,34.1,A,4.5,B,25.0,P.S. 163 Flushing Heights,Nicole Bullen,EMS,Elementary,32.94,A,56.8,6.6,B,11.6,B,34.1,A,4.5,B
3236,2016-17,25Q164,Q164,P.S. 164 Queens Valley,3.42500010164e+11,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1949,Open,Q164,138-01 77 AVENUE,QUEENS,NY,11367,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1036504.0,216857.0,40.761744,-73.811373,P.S. 164 QUEENS VALLEY,14.1,25.0,P.S. 164 Queens Valley,Anne Alfonso,EMS,K-8,36.78,B,56.7,6.5,B,12.3,B,28.9,B,9.0,A,25.0,P.S. 164 Queens Valley,Anne Alfonso,EMS,K-8,36.78,B,56.7,6.5,B,12.3,B,28.9,B,9.0,A
3237,2016-17,25Q165,Q165,P.S. 165 Edith K. Bergtraum,3.42500010165e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1951,Open,Q165,70-35 150 STREET,QUEENS,NY,11367,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1034648.0,213293.0,40.751972,-73.8181,P.S. 165 EDITH K. BERGTRAUM,9.3,25.0,P.S. 165 Edith K. Bergtraum,Raquel Victoria Demillio,EMS,Elementary,36.53,B,43.5,2.8,D,9.0,C,28.1,B,3.5,B,25.0,P.S. 165 Edith K. Bergtraum,Raquel Victoria Demillio,EMS,Elementary,36.53,B,43.5,2.8,D,9.0,C,28.1,B,3.5,B
3238,2016-17,25Q169,Q169,P.S. 169 Bay Terrace,3.42500010169e+11,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1957,Open,Q169,18-25 212 STREET,QUEENS,NY,11360,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1042598.0,218015.0,40.764884,-73.789365,P.S. 169 BAY TERRACE,14.9,25.0,P.S. 169 Bay Terrace,Vanessa Rosa,EMS,Elementary,18.79,B,51.7,11.5,A,9.2,C,29.0,B,2.0,C,25.0,P.S. 169 Bay Terrace,Vanessa Rosa,EMS,Elementary,18.79,B,51.7,11.5,A,9.2,C,29.0,B,2.0,C
3239,2016-17,25Q184,Q184,P.S. 184 Flushing Manor,3.42500010184e+11,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1952,Open,Q184,163-15 21 ROAD,QUEENS,NY,11357,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1027741.0,222773.0,40.778029,-73.842967,P.S. 184 FLUSHING MANOR,18.2,25.0,P.S. 184 Flushing Manor,Dora Pantelis,EMS,Elementary,21.92,A,59.0,10.3,A,12.7,B,31.5,B,4.5,A,25.0,P.S. 184 Flushing Manor,Dora Pantelis,EMS,Elementary,21.92,A,59.0,10.3,A,12.7,B,31.5,B,4.5,A
3240,2016-17,25Q185,Q185,J.H.S. 185 Edward Bleeker,3.42500010185e+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1956,Open,Q185,147-26 25 DRIVE,QUEENS,NY,11354,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1041224.0,218221.0,40.765459,-73.794323,J.H.S. 185 EDWARD BLEEKER,16.8,25.0,J.H.S. 185 Edward Bleeker,Valerie Sawinski,EMS,Middle,3.07,B,53.2,5.8,C,10.3,B,29.1,B,8.0,A,25.0,J.H.S. 185 Edward Bleeker,Valerie Sawinski,EMS,Middle,3.07,B,53.2,5.8,C,10.3,B,29.1,B,8.0,A
3241,2016-17,25Q189,Q189,J.H.S. 189 Daniel Carter Beard,3.42500010189e+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1957,Open,Q189,144-80 BARCLAY AVENUE,QUEENS,NY,11355,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1034833.0,225764.0,40.786201,-73.817338,J.H.S. 189 DANIEL CARTER BEARD,17.7,25.0,J.H.S. 189 Daniel Carter Beard,Cindy Diaz-Burgos,EMS,Middle,2.95,C,40.1,11.0,A,6.2,D,19.4,C,3.5,B,25.0,J.H.S. 189 Daniel Carter Beard,Cindy Diaz-Burgos,EMS,Middle,2.95,C,40.1,11.0,A,6.2,D,19.4,C,3.5,B
3242,2016-17,25Q193,Q193,P.S. 193 Alfred J. Kennedy,3.42500010193e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1953,Open,Q193,152-20 11 AVENUE,QUEENS,NY,11357,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1039805.0,214540.0,40.755364,-73.799476,P.S. 193 ALFRED J. KENNEDY,16.5,25.0,P.S. 193 Alfred J. Kennedy,Joyce E. Bush,EMS,Elementary,19.07,B,43.8,5.9,C,5.7,D,27.7,B,4.5,C,25.0,P.S. 193 Alfred J. Kennedy,Joyce E. Bush,EMS,Elementary,19.07,B,43.8,5.9,C,5.7,D,27.7,B,4.5,C
3243,2016-17,25Q194,Q194,J.H.S. 194 William Carr,3.42500010194e+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1958,Open,Q194,154-60 17 AVENUE,QUEENS,NY,11357,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1031723.0,210825.0,40.745215,-73.828674,J.H.S. 194 WILLIAM CARR,17.3,25.0,J.H.S. 194 William Carr,Richard Garino,EMS,Middle,3.08,B,51.5,1.7,F,13.2,B,29.5,B,7.0,A,25.0,J.H.S. 194 William Carr,Richard Garino,EMS,Middle,3.08,B,51.5,1.7,F,13.2,B,29.5,B,7.0,A
3244,2016-17,25Q200,Q200,P.S./M.S. 200 - The Pomonok School & STAR Academy,3.425000102e+11,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1953,Open,Q200,70-10 164 STREET,QUEENS,NY,11365,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1028692.0,227109.0,40.789926,-73.839505,PS/MS 200 - THE POMONOK SCHOOL & STAR ACADEMY,14.1,25.0,PS/MS 200 - The Pomonok School & STAR Academy,Farrah Mckenna,EMS,K-8,41.9,A,65.9,4.3,C,7.9,C,43.1,A,10.5,B,25.0,PS/MS 200 - The Pomonok School & STAR Academy,Farrah Mckenna,EMS,K-8,41.9,A,65.9,4.3,C,7.9,C,43.1,A,10.5,B
3245,2016-17,25Q201,Q201,P.S. 201 The Discovery School for Inquiry and Research,3.42500010201e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05",07/01/1954,Open,Q201,65-11 155 STREET,QUEENS,NY,11367,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1044086.0,216319.0,40.760219,-73.784009,P.S. 201 THE DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH,11.5,25.0,P.S. 201 The Discovery School for Inquiry and Rese,Rebecca Lozada,EMS,Elementary,53.38,B,49.5,4.0,C,6.2,C,32.2,B,7.0,A,25.0,P.S. 201 The Discovery School for Inquiry and Rese,Rebecca Lozada,EMS,Elementary,53.38,B,49.5,4.0,C,6.2,C,32.2,B,7.0,A
3246,2016-17,25Q209,Q209,P.S. 209 Clearview Gardens,3.42500010209e+11,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1956,Open,Q209,16-10 UTOPIA PARKWAY,QUEENS,NY,11357,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1037536.0,204009.0,40.726473,-73.80775,P.S. 209 CLEARVIEW GARDENS,16.7,25.0,P.S. 209 Clearview Gardens,Mary Mcdonnell,EMS,Elementary,17.76,A,60.6,9.8,A,12.2,B,37.6,A,1.0,A,25.0,P.S. 209 Clearview Gardens,Mary Mcdonnell,EMS,Elementary,17.76,A,60.6,9.8,A,12.2,B,37.6,A,1.0,A
3247,2016-17,25Q214,Q214,P.S. 214 Cadwallader Colden,3.42500010214e+11,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1954,Open,Q214,31-15 140 STREET,QUEENS,NY,11354,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1037243.0,209340.0,40.741107,-73.808765,P.S. 214 CADWALLADER COLDEN,15.6,25.0,P.S. 214 Cadwallader Colden,Denise Fuccillo,EMS,Elementary,37.65,A,58.6,10.7,A,13.5,B,32.9,B,1.5,A,25.0,P.S. 214 Cadwallader Colden,Denise Fuccillo,EMS,Elementary,37.65,A,58.6,10.7,A,13.5,B,32.9,B,1.5,A
3248,2016-17,25Q219,Q219,P.S. 219 Paul Klapper,3.42500010219e+11,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1953,Open,Q219,144-39 GRAVETT ROAD,QUEENS,NY,11367,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1033155.0,202193.0,40.721514,-73.823569,P.S. 219 PAUL KLAPPER,11.5,25.0,P.S. 219 Paul Klapper,Frederick Wright,EMS,K-8,44.3,A,83.4,6.5,B,13.9,B,48.5,A,14.5,A,25.0,P.S. 219 Paul Klapper,Frederick Wright,EMS,K-8,44.3,A,83.4,6.5,B,13.9,B,48.5,A,14.5,A
3249,2016-17,25Q237,Q237,I.S. 237,3.42500010237e+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1971,Open,Q237,46-21 COLDEN STREET,QUEENS,NY,11355,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1034979.0,205196.0,40.729746,-73.816966,I.S. 237,17.8,25.0,I.S. 237,Judith Friedman,EMS,Middle,2.9,B,54.1,6.4,B,8.8,C,31.4,B,7.5,A,25.0,I.S. 237,Judith Friedman,EMS,Middle,2.9,B,54.1,6.4,B,8.8,C,31.4,B,7.5,A
3250,2016-17,25Q240,Q240,Veritas Academy,3.4250001124e+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",07/01/2013,Open,Q460,35-01 UNION STREET,QUEENS,NY,11354,25,25,HS01,,N,1045611.0,224379.0,40.782331,-73.77843,VERITAS ACADEMY,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3251,2016-17,25Q241,Q241,Queens High School for Language Studies,3.42500011241e+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",07/01/2013,Open,Q460,35-01 UNION STREET,QUEENS,NY,11354,25,25,HS03,,N,1039874.0,222909.0,40.778334,-73.799158,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3252,2016-17,25Q242,Q242,P.S. 242 Leonard P. Stavisky Early Childhood School,3.42500010242e+11,DOE,General Academic,Elementary,"0K,01,02,03,SE","0K,01,02,03",07/01/2001,Open,Q242,29-66 137 STREET,QUEENS,NY,11354,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1034490.0,221648.0,40.774906,-73.818607,P.S. 242 LEONARD P. STAVISKY EARLY CHILDHOOD SCHOOL,11.7,25.0,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,Patricia Costa,EC,K-3,30.93,A,51.2,7.5,B,18.6,A,22.1,A,3.0,A,25.0,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,Patricia Costa,EC,K-3,30.93,A,51.2,7.5,B,18.6,A,22.1,A,3.0,A
3253,2016-17,25Q244,Q244,The Active Learning Elementary School,3.42500010244e+11,DOE,General Academic,Elementary,"0K,01,02,03","0K,01,02,03",07/01/2008,Open,Q244,137-20 FRANKLIN AVENUE,QUEENS,NY,11355,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1034559.0,216204.0,40.759963,-73.818399,THE ACTIVE LEARNING ELEMENTARY SCHOOL,16.3,25.0,The Active Learning Elementary School,Ivan Tolentino,EC,K-3,31.04,,,,,,,,,,,25.0,The Active Learning Elementary School,Ivan Tolentino,EC,K-3,31.04,,,,,,,,,,
3254,2016-17,25Q250,Q250,I.S. 250 The Robert F. Kennedy Community Middle School,3.4250001025e+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1999,Open,Q168,158-40 76 ROAD,QUEENS,NY,11366,25,25,Q825,COMMUNITY SCHOOL DISTRICT 25,N,1037141.0,227901.0,40.792053,-73.808987,I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SCHOOL,14.5,25.0,I.S. 250 The Robert F. Kennedy Community Middle Sc,Marc Rosenberg,EMS,Middle,2.6,C,31.7,2.8,D,8.6,C,19.8,C,0.5,C,25.0,I.S. 250 The Robert F. Kennedy Community Middle Sc,Marc Rosenberg,EMS,Middle,2.6,C,31.7,2.8,D,8.6,C,19.8,C,0.5,C
3255,2016-17,25Q252,Q252,"Queens School of Inquiry, The",3.42500011252e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",07/01/2005,Open,Q168,158-40 76 ROAD,QUEENS,NY,11366,25,25,HS03,,N,1037701.0,224688.0,40.783231,-73.80699,"QUEENS SCHOOL OF INQUIRY, THE",12.8,25.0,"Queens School of Inquiry, The",Meredith Rosenblatt,EMS,Middle,3.03,C,40.7,9.5,A,11.7,B,17.0,C,2.5,A,25.0,"Queens School of Inquiry, The",Meredith Rosenblatt,EMS,Middle,3.03,C,40.7,9.5,A,11.7,B,17.0,C,2.5,A
3256,2016-17,25Q252,Q252,"Queens School of Inquiry, The",3.42500011252e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",07/01/2005,Open,Q168,158-40 76 ROAD,QUEENS,NY,11366,25,25,HS03,,N,1037701.0,224688.0,40.783231,-73.80699,"QUEENS SCHOOL OF INQUIRY, THE",12.8,25.0,"Queens School of Inquiry, The",Meredith Rosenblatt,EMS,Middle,3.03,C,40.7,9.5,A,11.7,B,17.0,C,2.5,A,25.0,"Queens School of Inquiry, The",Meredith Rosenblatt,HS,High School,3.07,,,,,,,,,,
3257,2016-17,25Q252,Q252,"Queens School of Inquiry, The",3.42500011252e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",07/01/2005,Open,Q168,158-40 76 ROAD,QUEENS,NY,11366,25,25,HS03,,N,1037701.0,224688.0,40.783231,-73.80699,"QUEENS SCHOOL OF INQUIRY, THE",12.8,25.0,"Queens School of Inquiry, The",Meredith Rosenblatt,HS,High School,3.07,,,,,,,,,,,25.0,"Queens School of Inquiry, The",Meredith Rosenblatt,EMS,Middle,3.03,C,40.7,9.5,A,11.7,B,17.0,C,2.5,A
3258,2016-17,25Q252,Q252,"Queens School of Inquiry, The",3.42500011252e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",07/01/2005,Open,Q168,158-40 76 ROAD,QUEENS,NY,11366,25,25,HS03,,N,1037701.0,224688.0,40.783231,-73.80699,"QUEENS SCHOOL OF INQUIRY, THE",12.8,25.0,"Queens School of Inquiry, The",Meredith Rosenblatt,HS,High School,3.07,,,,,,,,,,,25.0,"Queens School of Inquiry, The",Meredith Rosenblatt,HS,High School,3.07,,,,,,,,,,
3259,2016-17,25Q263,Q263,Flushing International High School,3.42500011263e+11,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",09/08/2004,Open,Q189,144-80 BARCLAY AVENUE,QUEENS,NY,11355,25,25,HS12,,Y,1038084.0,205685.0,40.73107,-73.805759,FLUSHING INTERNATIONAL HIGH SCHOOL,17.7,25.0,Flushing International High School,Joseph Luft,HS,High School,2.26,B,66.2,13.2,A,11.4,D,39.5,B,2.0,B,25.0,Flushing International High School,Joseph Luft,HS,High School,2.26,B,66.2,13.2,A,11.4,D,39.5,B,2.0,B
3260,2016-17,25Q281,Q281,East-West School of International Studies,3.42500011281e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",07/01/2006,Open,Q237,46-21 COLDEN STREET,QUEENS,NY,11355,25,25,HS08,,N,1036070.0,207674.0,40.736541,-73.813011,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,11.9,25.0,East-West School of International Studies,Ben Sherman,EMS,Middle,3.33,B,54.3,3.7,C,12.4,B,32.7,B,5.5,A,25.0,East-West School of International Studies,Ben Sherman,EMS,Middle,3.33,B,54.3,3.7,C,12.4,B,32.7,B,5.5,A
3261,2016-17,25Q281,Q281,East-West School of International Studies,3.42500011281e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",07/01/2006,Open,Q237,46-21 COLDEN STREET,QUEENS,NY,11355,25,25,HS08,,N,1036070.0,207674.0,40.736541,-73.813011,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,11.9,25.0,East-West School of International Studies,Ben Sherman,EMS,Middle,3.33,B,54.3,3.7,C,12.4,B,32.7,B,5.5,A,25.0,East-West School of International Studies,Ben Sherman,HS,High School,2.77,B,65.9,3.6,F,14.2,C,45.1,A,3.0,A
3262,2016-17,25Q281,Q281,East-West School of International Studies,3.42500011281e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",07/01/2006,Open,Q237,46-21 COLDEN STREET,QUEENS,NY,11355,25,25,HS08,,N,1036070.0,207674.0,40.736541,-73.813011,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,11.9,25.0,East-West School of International Studies,Ben Sherman,HS,High School,2.77,B,65.9,3.6,F,14.2,C,45.1,A,3.0,A,25.0,East-West School of International Studies,Ben Sherman,EMS,Middle,3.33,B,54.3,3.7,C,12.4,B,32.7,B,5.5,A
3263,2016-17,25Q281,Q281,East-West School of International Studies,3.42500011281e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",07/01/2006,Open,Q237,46-21 COLDEN STREET,QUEENS,NY,11355,25,25,HS08,,N,1036070.0,207674.0,40.736541,-73.813011,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,11.9,25.0,East-West School of International Studies,Ben Sherman,HS,High School,2.77,B,65.9,3.6,F,14.2,C,45.1,A,3.0,A,25.0,East-West School of International Studies,Ben Sherman,HS,High School,2.77,B,65.9,3.6,F,14.2,C,45.1,A,3.0,A
3264,2016-17,25Q285,Q285,World Journalism Preparatory: A College Board School,3.42500011285e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",07/01/2006,Open,Q025,34-65 192 STREET,QUEENS,NY,11358,25,25,HS01,,N,1040787.0,224894.0,40.783777,-73.795845,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,15.7,25.0,World Journalism Preparatory: A College Board Scho,Cynthia Schneider,EMS,Middle,2.95,B,48.1,9.7,A,13.5,B,20.4,C,4.5,C,25.0,World Journalism Preparatory: A College Board Scho,Cynthia Schneider,EMS,Middle,2.95,B,48.1,9.7,A,13.5,B,20.4,C,4.5,C
